,datestamp,co2
2081,1998-02-14,365.5
2082,1998-02-21,366.0
2083,1998-02-28,367.3
2084,1998-03-07,367.0
2085,1998-03-14,366.6
2086,1998-03-21,367.4
2087,1998-03-28,368.5
2088,1998-04-04,368.6
2089,1998-04-11,368.6
2090,1998-04-18,368.0
2091,1998-04-25,368.9
2092,1998-05-02,369.1
2093,1998-05-09,368.8
2094,1998-05-16,368.5
2095,1998-05-23,369.6
2096,1998-05-30,369.7
2097,1998-06-06,369.4
2098,1998-06-13,368.8
2099,1998-06-20,368.5
2100,1998-06-27,368.3
2101,1998-07-04,368.0
2102,1998-07-11,367.5
2103,1998-07-18,367.6
2104,1998-07-25,367.3
2105,1998-08-01,366.8
2106,1998-08-08,366.4
2107,1998-08-15,365.6
2108,1998-08-22,365.6
2109,1998-08-29,364.2
2110,1998-09-05,364.7
2111,1998-09-12,363.9
2112,1998-09-19,363.5
2113,1998-09-26,363.6
2114,1998-10-03,364.0
2115,1998-10-10,364.1
2116,1998-10-17,364.4
2117,1998-10-24,364.4
2118,1998-10-31,364.7
2119,1998-11-07,365.0
2120,1998-11-14,365.4
2121,1998-11-21,365.8
2122,1998-11-28,366.0
2123,1998-12-05,366.4
2124,1998-12-12,366.7
2125,1998-12-19,367.3
2126,1998-12-26,367.3
2127,1999-01-02,367.5
2128,1999-01-09,367.8
2129,1999-01-16,367.8
2130,1999-01-23,368.3
2131,1999-01-30,369.2
2132,1999-02-06,369.1
2133,1999-02-13,368.8
2134,1999-02-20,369.0
2135,1999-02-27,368.5
2136,1999-03-06,368.1
2137,1999-03-13,369.5
2138,1999-03-20,370.2
2139,1999-03-27,370.6
2140,1999-04-03,371.1
2141,1999-04-10,371.5
2142,1999-04-17,371.0
2143,1999-04-24,370.3
2144,1999-05-01,370.8
2145,1999-05-08,371.3
2146,1999-05-15,371.0
2147,1999-05-22,370.8
2148,1999-05-29,370.3
2149,1999-06-05,370.9
2150,1999-06-12,370.3
2151,1999-06-19,369.9
2152,1999-06-26,369.9
2153,1999-07-03,369.4
2154,1999-07-10,370.1
2155,1999-07-17,369.5
2156,1999-07-24,368.6
2157,1999-07-31,367.4
2158,1999-08-07,367.6
2159,1999-08-14,366.7
2160,1999-08-21,366.4
2161,1999-08-28,366.1
2162,1999-09-04,364.1
2163,1999-09-11,364.7
2164,1999-09-18,365.2
2165,1999-09-25,364.7
2166,1999-10-02,364.5
2167,1999-10-09,365.0
2168,1999-10-16,364.9
2169,1999-10-23,365.6
2170,1999-10-30,365.7
2171,1999-11-06,366.2
2172,1999-11-13,366.7
2173,1999-11-20,366.6
2174,1999-11-27,367.1
2175,1999-12-04,367.4
2176,1999-12-11,368.0
2177,1999-12-18,368.0
2178,1999-12-25,368.2
2179,2000-01-01,368.6
2180,2000-01-08,368.5
2181,2000-01-15,369.0
2182,2000-01-22,369.8
2183,2000-01-29,369.2
2184,2000-02-05,369.1
2185,2000-02-12,369.6
2186,2000-02-19,369.3
2187,2000-02-26,369.5
2188,2000-03-04,370.0
2189,2000-03-11,370.0
2190,2000-03-18,370.9
2191,2000-03-25,370.7
2192,2000-04-01,370.9
2193,2000-04-08,371.7
2194,2000-04-15,371.8
2195,2000-04-22,372.0
2196,2000-04-29,371.3
2197,2000-05-06,371.2
2198,2000-05-13,371.7
2199,2000-05-20,371.9
2200,2000-05-27,371.8
2201,2000-06-03,371.9
2202,2000-06-10,371.6
2203,2000-06-17,371.7
2204,2000-06-24,371.3
2205,2000-07-01,370.8
2206,2000-07-08,370.0
2207,2000-07-15,370.2
2208,2000-07-22,369.7
2209,2000-07-29,369.0
2210,2000-08-05,368.7
2211,2000-08-12,368.3
2212,2000-08-19,367.7
2213,2000-08-26,367.1
2214,2000-09-02,367.2
2215,2000-09-09,366.7
2216,2000-09-16,366.2
2217,2000-09-23,366.2
2218,2000-09-30,366.4
2219,2000-10-07,366.3
2220,2000-10-14,366.6
2221,2000-10-21,366.7
2222,2000-10-28,367.3
2223,2000-11-04,367.6
2224,2000-11-11,368.0
2225,2000-11-18,368.6
2226,2000-11-25,368.3
2227,2000-12-02,369.0
2228,2000-12-09,369.6
2229,2000-12-16,369.3
2230,2000-12-23,369.5
2231,2000-12-30,369.8
2232,2001-01-06,369.8
2233,2001-01-13,370.2
2234,2001-01-20,369.9
2235,2001-01-27,370.8
2236,2001-02-03,371.3
2237,2001-02-10,371.1
2238,2001-02-17,371.7
2239,2001-02-24,371.2
2240,2001-03-03,372.2
2241,2001-03-10,372.2
2242,2001-03-17,372.1
2243,2001-03-24,371.8
2244,2001-03-31,372.0
2245,2001-04-07,372.7
2246,2001-04-14,372.7
2247,2001-04-21,373.0
2248,2001-04-28,372.7
2249,2001-05-05,373.7
2250,2001-05-12,373.9
2251,2001-05-19,373.7
2252,2001-05-26,373.9
2253,2001-06-02,373.8
2254,2001-06-09,373.1
2255,2001-06-16,372.8
2256,2001-06-23,372.9
2257,2001-06-30,372.7
2258,2001-07-07,372.1
2259,2001-07-14,371.3
2260,2001-07-21,371.2
2261,2001-07-28,370.6
2262,2001-08-04,369.9
2263,2001-08-11,369.5
2264,2001-08-18,369.3
2265,2001-08-25,369.0
2266,2001-09-01,368.4
2267,2001-09-08,368.2
2268,2001-09-15,368.0
2269,2001-09-22,367.4
2270,2001-09-29,367.4
2271,2001-10-06,367.8
2272,2001-10-13,367.6
2273,2001-10-20,368.1
2274,2001-10-27,368.7
2275,2001-11-03,368.7
2276,2001-11-10,368.8
2277,2001-11-17,369.7
2278,2001-11-24,370.3
2279,2001-12-01,370.3
2280,2001-12-08,370.8
2281,2001-12-15,371.2
2282,2001-12-22,371.3
2283,2001-12-29,371.5
